,datasetID,occurrenceID,eventID,eventDate,occurrenceRemarks,decimalLongitude,decimalLatitude,verbatimDepth,scientificName,lifeStage,taxonID,scientificNameID,nomenclaturalCode,basisOfRecord,measurementType,measurementValue
4997,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_8391,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Pseudocalanus newmani, ,157679,urn:lsid:marinespecies.org:taxname:157679,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0466
4998,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_8494,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Calanus glacialis/marshallae, ,19677,urn:lsid:marinespecies.org:taxname:19677,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0501
4999,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_3187,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Ophiuroidea,larvae,123084,urn:lsid:marinespecies.org:taxname:123084,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0536
5000,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_2419,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Eurytemora herdmani, ,15767,urn:lsid:marinespecies.org:taxname:15767,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0625
5001,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_5970,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Decapoda,larvae,113,urn:lsid:marinespecies.org:taxname:113,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0802
5002,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_3172,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Cirripedia,nauplii,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0983
5003,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_6176,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Podon leuckartii, ,106277,urn:lsid:marinespecies.org:taxname:106277,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1005
5004,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_2561,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Echinodermata,bipinnaria,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1066
5005,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_1468,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Echinodermata,larvae,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1117
5006,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_5084,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Gastropoda,larvae,101,urn:lsid:marinespecies.org:taxname:101,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1252
5007,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_1099,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Cirripedia,cyprid,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1266
5008,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_4975,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Melicertum octocostatum, ,117743,urn:lsid:marinespecies.org:taxname:117743,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1583
5009,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_8556,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Acartia longiremis, ,104257,urn:lsid:marinespecies.org:taxname:104257,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.2777
5010,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_9373,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Pseudocalanus, ,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.2826
5011,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_3516,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Acartia hudsonica, ,157664,urn:lsid:marinespecies.org:taxname:157664,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.3305
5012,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_7229,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Polychaeta,larvae,883,urn:lsid:marinespecies.org:taxname:883,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.3834
5013,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_8657,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Aglantha digitale, ,117849,urn:lsid:marinespecies.org:taxname:117849,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.3992
5014,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_1196,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Bivalvia, ,105,urn:lsid:marinespecies.org:taxname:105,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.4145
5015,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_3185,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Acartia, ,104108,urn:lsid:marinespecies.org:taxname:104108,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.4461
5016,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_5813,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Aglantha digitale, ,117849,urn:lsid:marinespecies.org:taxname:117849,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.53
5017,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_6699,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Eurytemora, ,10424,urn:lsid:marinespecies.org:taxname:10424,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.5384
5018,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_8503,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Centropages abdominalis, ,196774,urn:lsid:marinespecies.org:taxname:196774,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.953
5019,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.1_6876,AMBON_Zooplankton_2017_ML4.1_2017-08-12T11:00:00,2017-08-12T11:00:00,TWINRING_150UM_MICROSCOPY,-159.3972,70.8908,27,Oithona similis, ,106656,urn:lsid:marinespecies.org:taxname:106656,WoRMS,HumanObservation,Biomass_[mg dw/m3],2.1263
5020,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_5482,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Pisces,larvae,11676,urn:lsid:marinespecies.org:taxname:11676,WoRMS,HumanObservation,Biomass_[mg dw/m3],
5021,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_4859,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Cnidaria, ,1267,urn:lsid:marinespecies.org:taxname:1267,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0002
5022,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_7511,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Oikopleura labradoriensis, ,103413,urn:lsid:marinespecies.org:taxname:103413,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0049
5023,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_1116,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Euphausiacea,furcilia,1128,urn:lsid:marinespecies.org:taxname:1128,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0052
5024,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_8184,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Mitrocomella polydiademata, ,117775,urn:lsid:marinespecies.org:taxname:117775,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0141
5025,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_9908,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Eucalanus bungii, ,196775,urn:lsid:marinespecies.org:taxname:196775,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0211
5026,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_8309,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Calanus glacialis/marshallae, ,19677,urn:lsid:marinespecies.org:taxname:19677,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.026000000000000002
5027,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_8507,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Tortanus discaudatus, ,157684,urn:lsid:marinespecies.org:taxname:157684,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0439
5028,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_6534,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Gastropoda,larvae,101,urn:lsid:marinespecies.org:taxname:101,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.057
5029,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_5105,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Pseudocalanus newmani, ,157679,urn:lsid:marinespecies.org:taxname:157679,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0577
5030,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_5811,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Acartia, ,104108,urn:lsid:marinespecies.org:taxname:104108,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0582
5031,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_9350,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Calanus glacialis/marshallae, ,19677,urn:lsid:marinespecies.org:taxname:19677,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0644
5032,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_4339,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Pseudocalanus acuspes, ,104514,urn:lsid:marinespecies.org:taxname:104514,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0727
5033,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_4854,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Beroe, ,1434803,urn:lsid:marinespecies.org:taxname:1434803,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.09699999999999999
5034,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_1027,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Paguridae,zoea,106738,urn:lsid:marinespecies.org:taxname:106738,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1101
5035,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_7397,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Pseudocalanus,male,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1194
5036,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_8811,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Echinodermata,larvae,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1217
5037,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_4273,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Acartia hudsonica, ,157664,urn:lsid:marinespecies.org:taxname:157664,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1452
5038,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_6540,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Decapoda,larvae,113,urn:lsid:marinespecies.org:taxname:113,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1767
5039,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_8267,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Cirripedia,nauplii,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.1971
5040,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_6953,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Aglantha digitale, ,117849,urn:lsid:marinespecies.org:taxname:117849,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.2055
5041,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_8262,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Ophiuroidea,larvae,123084,urn:lsid:marinespecies.org:taxname:123084,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.2966
5042,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_3008,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Limacina helicina, ,140223,urn:lsid:marinespecies.org:taxname:140223,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.3439
5043,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_8958,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Fritillaria borealis, ,103375,urn:lsid:marinespecies.org:taxname:103375,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.5099
5044,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_6724,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Acartia longiremis, ,104257,urn:lsid:marinespecies.org:taxname:104257,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.5434
5045,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_7356,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Echinodermata,bipinnaria,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.7487
5046,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_1510,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Cirripedia,cyprid,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.7965
5047,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_2555,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Calanoida,nauplii,11,urn:lsid:marinespecies.org:taxname:11,WoRMS,HumanObservation,Biomass_[mg dw/m3],1.2312
5048,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_4702,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Eurytemora, ,10424,urn:lsid:marinespecies.org:taxname:10424,WoRMS,HumanObservation,Biomass_[mg dw/m3],1.5161
5049,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_3412,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Pseudocalanus, ,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Biomass_[mg dw/m3],2.1764
5050,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_3329,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Bivalvia, ,105,urn:lsid:marinespecies.org:taxname:105,WoRMS,HumanObservation,Biomass_[mg dw/m3],2.739
5051,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_7594,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Podon leuckartii, ,106277,urn:lsid:marinespecies.org:taxname:106277,WoRMS,HumanObservation,Biomass_[mg dw/m3],2.7653
5052,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_4439,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Polychaeta,larvae,883,urn:lsid:marinespecies.org:taxname:883,WoRMS,HumanObservation,Biomass_[mg dw/m3],8.9015
5053,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_8922,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Evadne nordmanni, ,106273,urn:lsid:marinespecies.org:taxname:106273,WoRMS,HumanObservation,Biomass_[mg dw/m3],10.2275
5054,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_1677,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Oithona similis, ,106656,urn:lsid:marinespecies.org:taxname:106656,WoRMS,HumanObservation,Biomass_[mg dw/m3],11.0607
5055,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_CL0_9465,AMBON_Zooplankton_2017_CL0_2017-08-08T15:46:00,2017-08-08T15:46:00,TWINRING_150UM_MICROSCOPY,-166.4237,68.8984,29,Centropages abdominalis, ,196774,urn:lsid:marinespecies.org:taxname:196774,WoRMS,HumanObservation,Biomass_[mg dw/m3],14.1137
5056,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_4405,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Echinodermata,larvae,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0003
5057,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_4367,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Calanus glacialis/marshallae, ,19677,urn:lsid:marinespecies.org:taxname:19677,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0005
5058,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_7665,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Euphausiacea, ,1128,urn:lsid:marinespecies.org:taxname:1128,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0005
5059,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_6475,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Pseudocalanus mimus, ,355067,urn:lsid:marinespecies.org:taxname:355067,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.001
5060,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_3321,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Epilabidocera longipedata, ,346398,urn:lsid:marinespecies.org:taxname:346398,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0031
5061,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_8751,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Pseudocalanus, ,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0064
5062,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_3075,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Calanoida,nauplii,11,urn:lsid:marinespecies.org:taxname:11,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0088
5063,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_1022,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Acartia longiremis, ,104257,urn:lsid:marinespecies.org:taxname:104257,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0102
5064,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_7085,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Gastropoda,larvae,101,urn:lsid:marinespecies.org:taxname:101,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0116
5065,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_8704,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Cirripedia,nauplii,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0133
5066,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_8866,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Euphausiacea,furcilia,1128,urn:lsid:marinespecies.org:taxname:1128,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0149
5067,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_3344,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Acartia, ,104108,urn:lsid:marinespecies.org:taxname:104108,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.015
5068,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_5832,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Echinodermata,bipinnaria,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0151
5069,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_6364,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Limacina helicina, ,140223,urn:lsid:marinespecies.org:taxname:140223,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0164
5070,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.2_2775,AMBON_Zooplankton_2017_ML6.2_2017-08-09T13:34:00,2017-08-09T13:34:00,TWINRING_150UM_MICROSCOPY,-163.4098,70.2664,29,Euphausiacea,juvenile,1128,urn:lsid:marinespecies.org:taxname:1128,WoRMS,HumanObservation,Biomass_[mg dw/m3],0.0203
