Cruise,Station No,Station Name,No of Grab,Latitude,Longitude,Date and Time,Gear Code,Gear Size,Depth,Abundance,Wet Weight,Carbon Biomass,Taxon Code,Species
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,645,25.567,0.89485,490424010000B,MACOMA CALCAREA                       
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,15,0.122,0.00427,490424011600B,MACOMA INQUINATA                      
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,20,0.016,0.00056,490424011800B,MACOMA TORELLI                        
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,110,0.2,0.007,490424030000B,MACOMA MOESTA                         
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,5,0.004,0.00011,490426010000B,SEMELE SP.                            
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,140,56.094,2.63642,490441020100B,YOLDIA HYPERBOREA                     
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,5,0.382,0.03056,490525000000X,NATICIDAE (X)                         
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,10,0.024,0.00149,490540010000X,ADMETE SP (X)                         
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,10,0.041,0.00254,490541060400X,PROPEBELA ARCTICA (X)                 
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,5,0.017,0.00105,490549020300B,CYLICHNA ALBA                         
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,75,0.139,0.01029,532804010000B,LEUCON SP.                            
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,40,0.054,0.004,532804010100B,LEUCON NASICA                         
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,10,0.016,0.00118,532804010200B,LEUCON NASICOIDES                     
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,10,0.069,0.00469,533102010000B,AMPELISCA SP.                         
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,5,4.46,0.30328,533102010500B,AMPELISCA ESCHRICHTII                 
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,105,0.749,0.05093,533102020000B,BYBLIS SP.                            
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,10,0.069,0.00511,533112010000B,APHERUSA SP.                          
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,10,0.354,0.02336,533115000000B,COROPHIIDAE                           
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,130,1.734,0.11791,533126030000B,PROTOMEDEIA SP.                       
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,5,0.008,0.00059,533137040000B,ARRHIS SP.                            
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,50,0.052,0.00385,533142100000B,HARPINIA SP.                          
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,10,0.021,0.00155,533143000000B,PLEUSTIDAE                            
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,80,3.75,0.2775,533154100000B,MELITA SP.                            
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,15,0.195,0.01794,533156020100B,PONTOPOREIA FEMORATA                  
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,15,0.058,0.0047,533157030000B,ANONYX SP.                            
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,20,0.024,0.00108,590101010100B,GOLFINGIA MARGARITACEA                
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,20,0.054,0.00243,590101010200B,GOLFINGIA VULGARIS                    
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,75,0.585,0.02633,610101020200B,PRIAPULUS CAUDATUS                    
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,5,0.012,0.00017,680309060000B,OPHIURA SP.                           
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,55,12.156,0.17018,720302050100B,PELONAIA CORRUGATA                    
AMB15,41,ML4.12,2,72.239,-163.317,20150822,VV,0.1,38,10,0.059,0.00124,730101010000B,SACCOGLOSSUS SP.                      
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.212,0.01293,330310000000B,ANTHOZOA ACTINARIA                    
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,15,0.183,0.01702,400000000000B,NEMERTEA [RHYNCOCOELA]                
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,1.258,0.0868,480100000000F,POLYCHAETA FRAGMENT                   
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,80,0.086,0.00593,480105010100B,PHOLOE MINUTA                         
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.014,0.00122,480112020500B,ETEONE LONGA                          
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,25,0.282,0.0203,480124010000B,NEPHTYS SP.                           
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,35,1.535,0.11052,480124010300B,NEPHTYS CAECA                         
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.191,0.01318,480127010300B,GLYCINDE ARMIGERA                     
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,40,0.761,0.07077,480130010000B,SCOLETOMA [LUMBRINERIS] SP.           
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,0.017,0.00104,480139000000B,ORBINIIDAE                            
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,15,0.037,0.00226,480139030200B,LEITOSCOLOPLOS PUGETTENSIS            
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,15,0.013,0.0009,480140020600B,ARICIDEA LOPEZI                       
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.012,0.00083,480140040000B,LEVINSENIA SP.                        
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,30,0.034,0.00235,480140040100B,LEVINSENIA GRACILIS                   
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,15,0.008,0.00055,480142020000B,LAONICE SP.                           
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,135,0.632,0.04361,480149000000B,CIRRATULIDAE                          
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.017,0.00075,480152010200B,BRADA VILLOSA                         
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,50,4.205,0.17241,480157010100B,STERNASPIS SCUTATA                    
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.304,0.02098,480158060100B,BARANTOLLA AMERICANA                  
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,6.691,0.46837,480161030100B,MALDANE SARSI                         
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.405,0.02835,480161090200F,PRAXILLELLA PRAETERMISSA FRAGMENT     
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,5.268,0.3951,480163010200B,IDANTHYRSUS ARMATUS                   
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,25,0.003,0.00014,480164020300B,PECTINARIA HYPERBOREA                 
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,4.948,0.30183,480166000000B,TEREBELLIDAE                          
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,40,6.1,0.4209,480167010100B,TEREBELLIDES STROEMII                 
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,585,1.734,0.06763,490402030000B,ENNUCULA TENUIS [N. BELLOTI]          
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,65,55.411,1.05281,490403020000B,NUCULANA RADIATA                      
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,190,53.468,1.01589,490403020100B,NUCULANA PERNULA                      
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.755,0.02114,490407040200B,MUSCULUS DISCORS                      
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.003,0.00005,490411010300B,ASTARTE MONTAGUI                      
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,20,0.119,0.00333,490415000000B,THYASIRIDAE                           
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,30,0.139,0.00389,490415020100B,AXINOPSIDA SERRICATA                  
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,0.008,0.00022,490421040100B,LIOCYMA FLUCTUOSA                     
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,75,11.805,0.41318,490424010000B,MACOMA CALCAREA                       
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,15,0.008,0.00028,490424011800B,MACOMA TORELLI                        
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,0.008,0.00028,490424030000B,MACOMA MOESTA                         
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,0.003,0.0001,490424050000B,MACOMA SP.                            
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,6.276,0.17573,490433020100B,LYONSIA ARENOSA                       
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,100,149.488,7.02594,490441020100B,YOLDIA HYPERBOREA                     
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.271,0.00813,490506030100B,MARGARITES OLIVACEUS                  
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,0.855,0.0684,490525000000X,NATICIDAE (X)                         
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,15,0.032,0.00198,490549020000B,CYLICHNA SP.                          
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,0.008,0.0005,490549020300B,CYLICHNA ALBA                         
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,0.006,0.00044,532804010100B,LEUCON NASICA                         
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,10,0.243,0.01652,533102020000B,BYBLIS SP.                            
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.083,0.00672,533157030000B,ANONYX SP.                            
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.237,0.01067,610101010100B,HALICRYPTUS SPINULOSIS                
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,60,1.874,0.08433,610101020200B,PRIAPULUS CAUDATUS                    
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,6.595,0.09233,680309061200B,OPHIURA ROBUSTA                       
AMB15,42,ML4.13,2,72.365,-163.722,20150822,VV,0.1,42,5,0.633,0.01329,680401000000B,SYNAPTIDAE                            
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.255,0.02372,400000000000B,NEMERTEA [RHYNCOCOELA]                
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,10,1.261,0.08701,480100000000F,POLYCHAETA FRAGMENT                   
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,45,0.055,0.00379,480105010100B,PHOLOE MINUTA                         
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,3.352,0.29162,480112010200B,PHYLLODOCE GROENLANDICA               
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,15,0.016,0.00139,480112020500B,ETEONE LONGA                          
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,45,0.597,0.04298,48012401000JB,NEPHTYS JUVENILE                      
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,180,10.058,0.93539,480130010000B,SCOLETOMA [LUMBRINERIS] SP.           
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,20,0.038,0.00232,480139030100B,SCOLOPLOS ARMIGER                     
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,10,0.015,0.00103,480140020600B,ARICIDEA LOPEZI                       
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,20,0.019,0.00131,480140040100B,LEVINSENIA GRACILIS                   
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,220,0.878,0.06058,480149000000B,CIRRATULIDAE                          
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.001,0.00007,480150010000B,COSSURA SP.                           
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,10,0.255,0.01759,480158060100B,BARANTOLLA AMERICANA                  
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.149,0.01043,480161090000B,PRAXILLELLA SP.                       
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,3.816,0.23278,480166000000B,TEREBELLIDAE                          
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,10,0.351,0.02422,480167010100B,TEREBELLIDES STROEMII                 
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,10,0.023,0.00173,480168020000B,EUCHONE SP.                           
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,200,0.941,0.0367,490402030000B,ENNUCULA TENUIS [N. BELLOTI]          
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,235,131.579,2.5,490403020100B,NUCULANA PERNULA                      
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.003,0.00008,490407000000B,MYTILIDAE                             
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,10,0.019,0.00053,490415020100B,AXINOPSIDA SERRICATA                  
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,10,12.727,0.35636,490421040100B,LIOCYMA FLUCTUOSA                     
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.003,0.00008,490421050200B,NUTRICOLA TANTILLA                    
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,15,2.75,0.09625,490424010000B,MACOMA CALCAREA                       
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.004,0.00011,490426010000B,SEMELE SP.                            
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,205,227.919,10.71219,490441020100B,YOLDIA HYPERBOREA                     
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.002,0.00012,490549000000B,CYLICHNIDAE                           
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.007,0.00052,532800000000F,CUMACEA FRAGMENT                      
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,25,0.574,0.03903,533102020000B,BYBLIS SP.                            
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.002,0.00015,533137040000B,ARRHIS SP.                            
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,5,0.003,0.00022,533142100000B,HARPINIA SP.                          
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,25,24.447,1.10012,610101020200B,PRIAPULUS CAUDATUS                    
AMB15,43,ML4.14,2,72.497,-164.103,20150822,VV,0.1,47,30,28.977,0.40568,680309061100B,OPHIURA SARSI                         
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,20,0.533,0.04957,400000000000B,NEMERTEA [RHYNCOCOELA]                
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,10,0.542,0.0374,480100000000F,POLYCHAETA FRAGMENT                   
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,20,0.137,0.01,480101000000B,POLYNOIDAE                            
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,0.244,0.01781,480101030100B,ARCTEOBIA ANTICOSTIENISIS             
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,55,0.039,0.00269,480105010100B,PHOLOE MINUTA                         
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,10,0.36,0.03132,480112020000B,ETEONE SP.                            
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,15,0.065,0.00565,480112020500B,ETEONE LONGA                          
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,25,0.218,0.0157,480124010000B,NEPHTYS SP.                           
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,20,0.025,0.0018,48012401000JB,NEPHTYS JUVENILE                      
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,38.18,2.74896,480124010300B,NEPHTYS CAECA                         
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,45,0.685,0.06371,480130010000B,SCOLETOMA [LUMBRINERIS] SP.           
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,25,0.032,0.00195,480139000000B,ORBINIIDAE                            
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,20,0.043,0.00262,480139030100B,SCOLOPLOS ARMIGER                     
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,20,0.021,0.00145,480140020600B,ARICIDEA LOPEZI                       
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,45,0.023,0.00159,480140040100B,LEVINSENIA GRACILIS                   
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,0.014,0.00097,480142050200B,PRIONOSPIO CIRRIFERA                  
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,85,0.393,0.02712,480149000000B,CIRRATULIDAE                          
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,15,0.002,0.00014,480150010000B,COSSURA SP.                           
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,0.02,0.00088,480152010200B,BRADA VILLOSA                         
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,15,7.395,0.51025,480155010100B,SCALIBREGMA INFLATUM                  
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,20,0.64,0.02624,480157010100B,STERNASPIS SCUTATA                    
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,25,0.145,0.01,480158020000B,HETEROMASTUS SP.                      
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,95,0.423,0.02919,480158060100B,BARANTOLLA AMERICANA                  
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,6.475,0.45325,480161030100B,MALDANE SARSI                         
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,10.087,0.70609,480161080000B,AXIOTHELLA SP.                        
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,15,2.793,0.19551,480161090000B,PRAXILLELLA SP.                       
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,50,0.024,0.00108,480164020000B,PECTINARIA SP.                        
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,45,3.163,0.14234,480164020300B,PECTINARIA HYPERBOREA                 
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,0.209,0.01275,480166000000B,TEREBELLIDAE                          
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,100,8.866,0.61175,480167010100B,TEREBELLIDES STROEMII                 
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,735,7.548,0.29437,490402030000B,ENNUCULA TENUIS [N. BELLOTI]          
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,240,4.297,0.08164,490403020100B,NUCULANA PERNULA                      
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,15,0.058,0.00162,490415020100B,AXINOPSIDA SERRICATA                  
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,20,0.22,0.00616,490415030100B,THYASIRA FLEXUOSA                     
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,155,9.173,0.32106,490424010000B,MACOMA CALCAREA                       
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,35,65.491,3.07808,490441020100B,YOLDIA HYPERBOREA                     
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,0.002,0.00016,490525000000X,NATICIDAE (X)                         
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,125,0.632,0.03918,490549000000B,CYLICHNIDAE                           
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,0.054,0.004,532804010100B,LEUCON NASICA                         
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,25,0.076,0.00517,533102020000B,BYBLIS SP.                            
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,45,0.036,0.00266,533137040000B,ARRHIS SP.                            
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,30,0.059,0.00437,533142100000B,HARPINIA SP.                          
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,0.002,0.00015,533148000000B,STENOTHOIDAE                          
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,35,0.294,0.02705,533156020100B,PONTOPOREIA FEMORATA                  
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,10,0.068,0.00551,533157030000B,ANONYX SP.                            
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,5,0.01,0.00081,533157490000B,CENTROMEDON SP.                       
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,20,0.105,0.00472,610101020200B,PRIAPULUS CAUDATUS                    
AMB15,44,ML3.14,2,72.12,-165.359,20150822,VV,0.1,43,10,0.052,0.00073,680309061100B,OPHIURA SARSI                         
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,10,0.004,0.00037,350000000000B,PLATYHELMINTHES [TURBELLARIA]         
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,15,0.749,0.06966,400000000000B,NEMERTEA [RHYNCOCOELA]                
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,10,1.763,0.12165,480100000000F,POLYCHAETA FRAGMENT                   
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,20,1.049,0.07658,480101030100B,ARCTEOBIA ANTICOSTIENISIS             
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.267,0.01949,480101060100B,GATTYANA AMONDSENI                    
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.033,0.00241,480101180100B,ENIPO CHUCKCHI                        
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,2.03,0.14819,480101220100B,MALMGRENIA CASTANEA                   
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,10,0.322,0.02351,480101240100B,PETTIBONESIA [MALMGRENIA] FURCOSETOSA 
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,75,0.066,0.00455,480105010100B,PHOLOE MINUTA                         
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.019,0.00165,480112010200B,PHYLLODOCE GROENLANDICA               
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.188,0.01636,480112020500B,ETEONE LONGA                          
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.893,0.07769,480112020900B,ETEONE SPETSBERGENSIS                 
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,140,5.791,0.41695,480124010300B,NEPHTYS CAECA                         
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,10,0.208,0.01435,480127010300B,GLYCINDE ARMIGERA                     
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,15,9.221,0.85755,480130010000B,SCOLETOMA [LUMBRINERIS] SP.           
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,10,0.022,0.00134,480139030100B,SCOLOPLOS ARMIGER                     
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,15,0.022,0.00134,480139030200B,LEITOSCOLOPLOS PUGETTENSIS            
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,15,0.021,0.00145,480140020600B,ARICIDEA LOPEZI                       
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,30,0.021,0.00145,480140040100B,LEVINSENIA GRACILIS                   
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.003,0.00021,480142040000B,POLYDORA SP.                          
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.0001,0.00001,480142130200B,PYGOSPIO ELEGANS                      
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,95,0.257,0.01773,480149000000B,CIRRATULIDAE                          
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.031,0.00214,480149000000F,CIRRATULIDAE FRAGMENT                 
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,30,0.004,0.00028,480150010000B,COSSURA SP.                           
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,15,4.457,0.18274,480157010100B,STERNASPIS SCUTATA                    
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,85,0.693,0.04782,480158020000B,HETEROMASTUS SP.                      
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,100,0.615,0.04243,480158060100B,BARANTOLLA AMERICANA                  
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,1.684,0.11788,480161050100F,NICOMACHE LUMBRICALIS FRAGMENT        
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,20,60.465,4.23255,480161080100B,AXIOTHELLA CATENATA                   
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,25,1.087,0.07609,480161090200B,PRAXILLELLA PRAETERMISSA              
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,45,0.014,0.00063,480164020300B,PECTINARIA HYPERBOREA                 
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.024,0.00166,480165021200B,AMPHARETE LINDSTROEMI                 
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.516,0.03148,480166110300B,THELEPUS CINCINNATUS                  
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,5,0.259,0.0158,480166170100B,LAPHANIA BOECKI                       
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,60,6.451,0.44512,480167010100B,TEREBELLIDES STROEMII                 
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,20,0.015,0.00113,480168020100B,EUCHONE ANALIS                        
AMB15,45,ML3.13,2,71.994,-164.954,20150823,VV,0.1,38,10,0.093,0.00344,490103010000B,CHAETODERMA SP.                       
