Cruise,locationID,samplingProtocol,Haul,scientificName,LengthClass10mm,TotalLength,Weight,Count
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,40,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,36,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,34,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,40,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,40,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,40,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,36,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,40,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,34,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,40,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,39,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,32,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,39,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,39,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,39,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,36,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,36,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,40,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,40,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,36,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,36,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,39,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,36,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,36,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,35,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,37,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,38,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,41,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,41,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,41,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,41,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,49,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,42,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,75,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,85,,1
AMBON15,ML6.6,PSBTA,20,Gymnocanthus tricuspis,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis gibbus,,95,,1
AMBON15,ML6.6,PSBTA,20,Liparis gibbus,,95,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,40,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,40,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,40,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,40,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,40,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,40,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,38,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,33,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,34,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,37,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,39,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,36,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,31,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,32,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,35,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,24,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,26,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,25,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,25,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,25,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,25,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,25,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,30,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,25,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,28,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,29,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,27,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,26,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,26,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,26,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,45,,1
AMBON15,ML6.6,PSBTA,20,Liparis sp.,,41,,1
AMBON15,ML6.6,PSBTA,20,Liparis tunicatus,,60,,1
AMBON15,ML6.6,PSBTA,20,Liparis tunicatus,,71,,1
AMBON15,ML6.6,PSBTA,20,Liparis tunicatus,,80,,1
AMBON15,ML6.6,PSBTA,20,Liparis tunicatus,,75,,1
AMBON15,ML6.6,PSBTA,20,Liparis tunicatus,,65,,1
AMBON15,ML6.6,PSBTA,20,Liparis tunicatus,,90,,1
AMBON15,ML6.6,PSBTA,20,Lumpenus fabricii,,40,,1
AMBON15,ML6.6,PSBTA,20,Lumpenus fabricii,,61,,1
AMBON15,ML6.6,PSBTA,20,Lumpenus fabricii,,57,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,51,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,59,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,71,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,73,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,47,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,46,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,64,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,39,,1
AMBON15,ML6.6,PSBTA,20,Myoxocephalus scorpius,,34,,1
AMBON15,ML6.6,PSBTA,20,Podothecus veternus,,31,,1
AMBON15,ML6.6,PSBTA,20,Stichaeidae,,36,,1
AMBON15,ML6.6,PSBTA,20,Stichaeus punctatus,,97,,1
AMBON15,ML6.6,PSBTA,20,Stichaeus punctatus,,89,,1
AMBON15,ML6.6,PSBTA,20,Trichocottus brashnikovi,,33,,1
AMBON15,ML6.8,PSBTA,22,Artediellus scaber,,56,,1
AMBON15,ML6.8,PSBTA,22,Boreogadus saida,,71,,1
AMBON15,ML6.8,PSBTA,22,Boreogadus saida,,31,,1
AMBON15,ML6.8,PSBTA,22,Gymnocanthus tricuspis,,79,,1
AMBON15,ML6.8,PSBTA,22,Gymnocanthus tricuspis,,76,,1
AMBON15,ML6.8,PSBTA,22,Gymnocanthus tricuspis,,72,,1
AMBON15,ML6.8,PSBTA,22,Gymnocanthus tricuspis,,33,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,31,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,34,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,35,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,35,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,31,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,33,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,34,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,32,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,35,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,37,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,35,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,40,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,33,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,32,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,35,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,33,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,36,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,27,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,27,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,25,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,28,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,28,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,30,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,27,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,29,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,28,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,26,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,30,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,30,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,28,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,29,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,25,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,28,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,28,,1
AMBON15,ML6.8,PSBTA,22,Liparis sp.,,29,,1
AMBON15,ML6.8,PSBTA,22,Liparis tunicatus,,60,,1
AMBON15,ML6.8,PSBTA,22,Liparis tunicatus,,60,,1
AMBON15,ML6.8,PSBTA,22,Liparis tunicatus,,64,,1
AMBON15,ML6.8,PSBTA,22,Liparis tunicatus,,63,,1
AMBON15,ML6.8,PSBTA,22,Liparis tunicatus,,98,,1
AMBON15,ML6.9,PSBTA,23,Eleginus gracilis,,37,,1
AMBON15,ML6.9,PSBTA,23,Liparis sp.,,35,,1
